"","logFC","logCPM","F","PValue","FDR"
"SNRNP27",0.300960446127377,4.91990739519131,2.61862462943685,0.129959915896937,0.159772656596159
"SRP14-DT",-0.452910221839754,3.28233188480467,2.62153660531785,0.130092022320836,0.159919921367975
"TNFRSF11A",0.521085311901595,4.43188544525844,2.61654403001578,0.130118852554436,0.159937756264828
"PUS3",0.367630822962349,4.13971267470135,2.61611763788574,0.130172416653458,0.159988445048943
"RAPGEF1",-0.394113052935987,8.31523051948964,2.61429782089233,0.130231041357202,0.160045343383496
"ZNF608",1.13286971429046,4.33878828323154,2.60829757665729,0.130689677934677,0.160593772563865
"JAKMIP1",-0.907401448516878,2.11262057904995,2.54679667691608,0.130785055657334,0.160695761305584
"NBEA",-0.837519052983753,5.13249135240862,2.60470923664407,0.130899862469112,0.160821601026888
"TXNL4B",0.370665014282455,4.17054857459953,2.60394407759005,0.13098823520552,0.160914943494951
"NFAM1",-0.555889694813406,2.73896261375575,2.60300691708774,0.131031209505416,0.160952503016968
"PEX14",0.304282346491991,4.0107899451718,2.60232776945245,0.131118850542223,0.161044916733352
"IGIP",0.463399162542834,2.58974942799096,2.60620235519317,0.131191450858559,0.161118841152814
"FAM120AOS",0.40705542462162,6.62801186403216,2.59825485066224,0.131315285662243,0.161255667729036
"FKBP7",0.50805328676455,2.18743076832143,2.58234543668227,0.131392552721342,0.16133528846117
"MORN4",0.603911444877766,2.55118383312071,2.59961470598881,0.131581911651634,0.161552517332407
"RRP7BP",1.26704853829564,1.93580049147083,2.53340252407102,0.13162233992136,0.161586869590396
"PYROXD1",0.314233147855766,4.78908567654021,2.59342442755273,0.131664172214325,0.161622938844518
"TTC21A",0.578239669504894,2.49649647420294,2.59362149508734,0.131890758767367,0.16188577293621
"FBXL15",0.523661991350533,2.5393562994068,2.59396700035644,0.131949419279334,0.161942460499787
"RC3H1",0.334486628779292,5.78607720120729,2.58802037994525,0.132015219183155,0.162007898742304
"DGKI",1.07489684415971,5.95717332299121,2.57993304985428,0.132568411832993,0.162671392096071
"GRK5",1.06901265819764,4.25331698450007,2.57781491621779,0.132769998942741,0.162903354407484
"DHX34",-0.317737982378692,4.23923649652183,2.57773762373825,0.132785473858827,0.162906942409034
"NLRC3",0.479512137919431,4.73329947977637,2.57597598303283,0.132859430184053,0.162982270464891
"RPS25",0.425724511966027,9.361700090664,2.57356810352894,0.133000136092675,0.163139460072096
"RLIM",0.247632626167766,6.22496641364388,2.57290611782346,0.133049820591342,0.163184982639669
"SPINT2",-0.985761037785462,2.11475147082017,2.50908221290572,0.13320537887749,0.163360338041366
"DGKD",0.570868927057938,6.1215749469967,2.56949970197057,0.133285307805786,0.163442918783099
"ZFAS1",0.417659030320661,6.37911881382596,2.56831308668122,0.133366341545138,0.163526838584536
"ZRANB1",-0.279000370383528,5.13630942763672,2.56802808139178,0.133399356667788,0.163551870175487
"E2F2",0.384785621162126,4.4956435020881,2.56764674530884,0.133444367461906,0.163591602725306
"ZNF70",0.482714564277692,2.67647594811095,2.57015455702822,0.133733962173688,0.163931138824674
"DENND5B",-0.725992071283756,4.7644830490315,2.5627936114706,0.133784266812251,0.163977316640511
"ZNF799",0.275708746587041,3.81485111682283,2.56216889745053,0.133908368030951,0.16411392852816
"FMC1-LUC7L2",0.984374692486703,3.64380473109461,2.5602411654759,0.134105720404754,0.164340280480901
"RIMKLA",0.836864864503065,2.58607129924863,2.55962670297879,0.134324629039433,0.164593003392037
"DYRK2",-0.44968774437866,4.69609285208263,2.54823469492764,0.134795364264189,0.16515422202654
"HDLBP",0.224960793167247,8.87484621098496,2.54744270128836,0.134815229398991,0.16516297098621
"TCF4",0.28421166727375,7.06832083338442,2.53956100992415,0.13537029487046,0.165827333655962
"PA2G4P4",0.952976210103649,1.667441687257,2.43525073426075,0.135434655392404,0.165890518731094
"NEMP2-DT",0.903431281367585,1.81630264496402,2.4639340389165,0.135720419984852,0.166224858596281
"ARHGEF18",0.315620321654133,5.9190148883105,2.52975918480767,0.136066566836169,0.166633082133548
"FRK",-0.334568998346715,5.27006417323705,2.52932006301146,0.136106774384671,0.16666659731255
"YWHAG",0.285817060587292,7.47081397755375,2.52865547080758,0.136140653376007,0.166692357402186
"VWCE",0.823919228486256,2.8287632301241,2.53486052012371,0.13621652175545,0.166769520126932
"UTY",0.344566521835071,6.20054733417683,2.52577916079705,0.136347935613922,0.166914666063257
"AVEN",0.593484442612838,3.43178521871375,2.52793996729284,0.136439969278516,0.16700496529535
"IFT22",0.608275256587809,3.39017046655845,2.52798984594642,0.136455864484021,0.16700496529535
"GNG7",1.30326723020453,3.41562904817912,2.52842015891945,0.136460297528696,0.16700496529535
"ZNF691-DT",0.492207328362698,2.47175434498481,2.52618592909806,0.136525378509415,0.167068861417197
"PPFIA1",-0.26452166539117,5.34646123980824,2.52273337676211,0.136572877822413,0.167111232478782
"LINC01058",-0.560096987376394,2.75117607193365,2.52279793266199,0.13661231462447,0.16714373115521
"DTX3",0.312368856827552,4.72658815323002,2.52103493782321,0.136706771910095,0.167243534344301
"C10orf143",0.591261337712429,1.81155290677351,2.45028562508574,0.13690665480402,0.167472281533896
"LRRC1",0.490751216735468,3.29711533592345,2.51601918149898,0.137355584662842,0.168002569626365
"TNFRSF10A",0.749733127125158,2.60576212857546,2.51723234951164,0.137366045565841,0.168002569626365
"TMEM223",-0.322079259884721,3.38254281617621,2.51384738551124,0.137504877348913,0.168156520443648
"TP53I13",0.521837801785081,3.03432823994306,2.51562668235028,0.137530017791416,0.168171420719037
"IMMP2L",0.598109770406178,1.97530396646904,2.46738289052023,0.137715124388684,0.168381906044189
"AGAP4",-0.386440151491959,3.8413200449339,2.5080203826696,0.137770392361735,0.168433615226083
"SLC16A9",-1.00113446527064,2.06893094289799,2.43970423912685,0.137795226308641,0.168448110518568
"VWA5A",-0.494686287072041,3.31391341223108,2.50980747197228,0.137822475775445,0.168465555661105
"GLIS3",-0.809917123397623,4.22986920343949,2.50107725086036,0.13822514685143,0.168941172849919
"MMACHC",0.39903441246771,3.38955398776069,2.50307656617645,0.138237611466794,0.168941172849919
"ULK4",-0.405400197777054,2.9266543768491,2.50332962657519,0.138293673873486,0.168993775831091
"FAM218A",0.461843998423455,2.77281764785252,2.5056863186411,0.138311921251112,0.169000163592152
"SELENOO",-0.362341695804165,3.41963544079929,2.49856727513242,0.138593585594641,0.169328383002489
"GAPDHP65",-0.569132382893043,1.89347300266711,2.41974458566427,0.138720577950201,0.169457367065796
"MYL9",1.19910625288781,1.87690937577008,2.42806944033115,0.138735057688503,0.169457367065796
"KPNA1",-0.201641574861196,6.57624101451783,2.49248310070068,0.138738323559955,0.169457367065796
"BMP8B",0.447154613814733,3.98785765396212,2.49143906987131,0.138894925820751,0.16963268132794
"FAM50A",0.369356574916448,5.01162987821516,2.48973674444135,0.138951812594746,0.16968619131431
"TYW1",-0.234565599158298,5.27773171257056,2.48856117997849,0.139033946511147,0.169770519822642
"FAM227B",-0.424405460233974,2.50897801418913,2.4810038249844,0.139218593005947,0.169972218811625
"C2orf49",-0.224229806082992,5.12129760030084,2.48597823285498,0.139225318213035,0.169972218811625
"SNRPD3",0.256366302175964,5.92836739660385,2.48383605347507,0.139370126452237,0.170133004923355
"GCNT1",1.14193929185396,4.64085214512372,2.48090415868709,0.139613101741214,0.170413584784744
"P2RY11",-0.279921080943715,3.74921295525608,2.48238200953375,0.139644491648208,0.170435872270216
"TMOD2",-0.631847156161839,5.71475523204979,2.47732615707611,0.139850704768511,0.170671506947656
"GAS2",0.51001138097976,3.83103664594478,2.47778089149398,0.139921296571159,0.17074160284795
"PRELID3A",0.750169271695188,2.10584380696126,2.45119438467336,0.140097878165872,0.17093409058526
"HEG1",0.323649774666475,6.43054485518441,2.47377286788625,0.140105376713142,0.17093409058526
"CERS5",0.283882376849541,4.82972524678441,2.47348051866325,0.140145542381438,0.170967024446529
"FZD3",-0.655633982580646,4.81288468868896,2.47333762976039,0.140168158397333,0.170978544873356
"ZNF8-DT",1.21992144934381,1.48960605858065,2.33311258669375,0.140340589212535,0.171172791578529
"AP3M2",0.426703010022197,5.65064027786907,2.46846470099056,0.140500081916874,0.171351222707979
"PIMREG",0.580014441742921,2.35577509892114,2.45863545432273,0.14107086444789,0.17203117442067
"NPEPL1",-0.43943751431805,4.71089032358861,2.46001873760717,0.141152099024397,0.172114067199312
"RUBCN",0.413881288476505,6.61792473910114,2.45875036970851,0.141214079295114,0.172173468838116
"LINC02542",-0.789996054934658,1.77883898481545,2.35920577024141,0.141344548753546,0.172316356045931
"EEF1B2P3",0.531064943295867,2.3515597242296,2.45383953653631,0.141412180209292,0.172382616370832
"TMEM62",0.284208115240808,4.45690050801567,2.4533232886468,0.141653388598681,0.172660436098308
"BOLA2-SMG1P6",0.46613019851883,3.79354735520813,2.4509532389215,0.141913887829668,0.172961714932309
"CCNL1",0.318269281550431,7.11269431525678,2.44874019742049,0.141958397399818,0.172999718171969
"DCAF4L1",-0.537717015806239,1.88017113557855,2.37643067211227,0.141991467008008,0.173023774104763
"RPL27A",0.344444135977548,9.98749138138022,2.44327612697533,0.142366022628833,0.173463904413992
"C1RL-AS1",0.297157391700892,4.74632448717415,2.43726205545273,0.142842648999118,0.174028307115501
"TOX",0.961306372244062,2.76107984856187,2.43994861328281,0.143088153758878,0.174311049816072
"MAPK1",0.276172519464287,6.39619220850646,2.43343857668458,0.14310947471569,0.174320662707362
"COMMD4",-0.270782299557196,4.86739924904891,2.43328298394684,0.143142491429009,0.174344518977999
"PCGF6",0.432237844604443,3.6552777631597,2.43443527576619,0.143191636622508,0.174388013075638
"TRIM6",0.40267299373498,3.44762509487647,2.43309416497001,0.143373222892531,0.174592779167376
"FHIP2A",0.263630448811177,5.33923965835096,2.42531237140541,0.143732045541453,0.175013316240907
"HEXA",0.270910731470442,6.23517410330428,2.42387865303303,0.143833878433256,0.175120883787981
"ZFAND2B",0.402038353475216,3.61265724478305,2.42399797905249,0.143995877842697,0.175301678334103
"PLAAT3",0.696880927416321,2.06490884211678,2.39444129328705,0.144092309758771,0.175402624089735
"ZBTB21",-0.204550792584523,5.81978713775896,2.41916692526238,0.144195032598667,0.175511208095527
"DCAF5",0.205957650033241,6.34751292081221,2.41639694485658,0.144402930098696,0.175747776153875
"ISG20",0.558066162643062,6.54370898377127,2.41608794268316,0.1444255998594,0.175758886759329
"TFB1M",0.287035270282995,4.61428720673646,2.41587435925776,0.144469305292938,0.175795592266085
"C12orf60",-0.443430220304785,2.32190513225537,2.39789161872842,0.144623432611084,0.175965824651438
"NCAM2",-1.01102254219264,3.00327312271027,2.41322696249988,0.14463631611758,0.175965824651438
"OGA",-0.23306645304496,8.56565153988644,2.41256325261445,0.144692461898846,0.176017634062513
"RPAP2",-0.282905441041098,5.99207950276251,2.41148486646276,0.144780723132599,0.176108498384512
"C3orf52",-0.623399931466755,1.66448960114312,2.30240769145232,0.144843207170699,0.17616799372898
"GPC5",0.685275164959596,2.37692651950326,2.40877386716352,0.144895455820694,0.176215030127668
"JAG1",-0.724445068891009,5.21765457080397,2.40788076357592,0.145070642573835,0.17641155523781
"BIN1",-0.650165579114945,4.73536626505436,2.40652388352518,0.145194130528193,0.176531306564235
"C1QTNF6",-0.479548675716143,3.41495116361262,2.41001401180588,0.145196319636346,0.176531306564235
"STIL",-0.219688135428837,6.16810233129187,2.40439913605261,0.145323098662798,0.176668897690654
"SLC12A8",0.491731048869706,4.38010961659252,2.40455630708587,0.145349156949025,0.176684028581976
"CCDC112",0.481795144007354,2.83371331111554,2.40792590193575,0.145578965956223,0.176946809449553
"FAM149A",0.791347356776836,2.02786343538155,2.36934140412383,0.145630339895625,0.176992679011724
"LINC02202",0.692512180420499,2.16048251119307,2.38108831644286,0.145902197414292,0.177306480894814
"RPL13P12",0.40673202471264,2.38726236270364,2.39595580438856,0.145926501850503,0.177313740524854
"BTBD6P1",-1.03897621980915,1.90040692438131,2.31106572756611,0.145935492297921,0.177313740524854
"PAPOLA-DT",-0.824361097727105,1.79079349379188,2.30277234339509,0.145955771112431,0.177321781078187
"ANKRD36B",-0.364696106665714,4.37675132825749,2.3946629213644,0.146128240131299,0.177514698821176
"FBXW9",-0.521075117388533,2.67397535821777,2.39245239263739,0.1461971986865,0.177581849050231
"ZDHHC24",-0.364609663600538,4.09515955043172,2.39276188512579,0.146314623075658,0.177707851363529
"HSD17B14",-1.20427138669002,2.51980632739427,2.36530611464359,0.146347193063601,0.177730779001267
"HERC2P2",1.15287519831633,3.09905723195658,2.39543128133913,0.146431438380371,0.17781645337985
"PPFIA4",-0.692467779004868,4.20035338740794,2.38712943535045,0.146760154545837,0.178198952853599
"MICA-AS1",0.771541681676872,1.9576892379384,2.33993075728612,0.147267037913349,0.178797694520183
"NCKAP5L",0.588248598881683,3.02935420187248,2.38491306659946,0.147292451109017,0.178811823362799
"NAA40",0.265487333608501,5.44030791961465,2.37793582097097,0.147382247209814,0.178904102570223
"PSTPIP2",0.789120211981568,4.71028307427346,2.37723826756105,0.147454001972786,0.178974466580023
"APAF1",0.378554100435057,5.83407019795765,2.37476178524666,0.147627127362357,0.179167846018082
"ARHGAP44",-0.902917574525642,2.38586880510157,2.34909310947065,0.147742047627453,0.179290555179912
"YAF2",0.341313298487436,4.23778315897235,2.37081789753026,0.147985089040989,0.179568706717027
"EXD2",0.476218021201625,3.76327372900151,2.36985057866194,0.148136551887673,0.179735692980182
"DARS1-AS1",0.525905362913051,2.37837604028332,2.36572455312172,0.148270162814981,0.179880990124166
"ETV6",-0.236627511495329,6.85628869809856,2.36392398813775,0.148476686004472,0.180105961614699
"WARS2-AS1",-0.367945764242948,4.15141252206084,2.36492490279606,0.148483350942904,0.180105961614699
"SHANK2",-0.583264866041089,3.17830335298017,2.36709987129151,0.148568694286699,0.180192641734382
"CEP89",-0.309700818692667,4.39962227287967,2.36291191205294,0.14860836590214,0.180223917538052
"ZYG11A",-1.22892379844862,3.76228605292767,2.36202907825443,0.148906674102465,0.180568818184791
"PDE1C",0.957052335697476,4.72281954430923,2.35644560954982,0.149094785428958,0.180780038754589
"NMNAT2",1.20370875747817,3.2072151856615,2.35814798035419,0.149311370402353,0.181025741436815
"C6orf89",0.24010721204864,6.01832668027303,2.34999619536519,0.149585476022124,0.18134112998666
"MRFAP1L1",-0.206627531472784,6.03533950139247,2.34872562449132,0.149687142075683,0.18144743221352
"RAI1",0.335020038543993,5.18005575679685,2.34637937856093,0.149882960450843,0.181667833285269
"HELZ2",0.283269822851095,5.92421937911663,2.34499581531707,0.149985380529969,0.181774998998973
"OFD1",-0.422234172615151,6.61155789874183,2.34051739542614,0.150341934385472,0.182190113745068
"WDR47",0.308129989037163,4.09014958200586,2.33814481085932,0.150599952538819,0.182485752796291
"TBC1D3L",0.272345611828054,4.19961326146894,2.33743309433313,0.150645155964585,0.182523487764427
"DDAH2",0.673067796958778,2.19145865047026,2.32394775177199,0.150664035321874,0.182529324106582
"LNP1",-0.426252584061449,2.51492857249541,2.33192973037748,0.150695596747602,0.182550522238346
"LINC01237",-0.633298527974856,2.90171363843584,2.33645497779885,0.150856304515352,0.182728147873206
"C9orf85",0.493158804258909,4.49778866932361,2.33296627308011,0.150981877852525,0.182863186948379
"MRPL20-AS1",-0.447020607505029,4.42037513872417,2.32801175174756,0.151403968705675,0.183357297424861
"PLXNB2",0.629966080165926,6.65490223477895,2.32668688293156,0.151456872376639,0.183397784539631
"MAU2",-0.22673171998547,5.51511120733488,2.32652472165436,0.151477424010548,0.183397784539631
"ERI1",-0.337408420564001,5.28733965637788,2.32654623639555,0.151479787985314,0.183397784539631
"GART",0.197751582427946,7.16071905601647,2.32353177540346,0.151711645087942,0.183661364786559
"ZNF764",0.43679579161046,3.01123393907342,2.32464752643784,0.152090057900532,0.184102298941425
"KCTD14",1.26287908077311,3.85022933084791,2.32017996719391,0.152129120576817,0.184132411888016
"PUS7L",0.367223159847148,5.74964960247411,2.31721558723182,0.152230597737597,0.184238056749091
"CHD3",-0.536870474682034,7.69252741615732,2.31533162678829,0.152378593199515,0.184399975734636
"AHNAK",0.459528085668791,9.84183777548531,2.31469565185976,0.15242987080098,0.184444832944599
"NHLRC2",0.213702415266885,6.27002643625459,2.31322253264991,0.152553962960788,0.18457778143466
"MRTFA",-0.295202011696607,5.34395991109387,2.31295559792047,0.152584771414442,0.184597850028843
"CRBN",0.281371961353368,4.85633336118745,2.31015159829269,0.152822697629655,0.184868463675016
